品种,分类,指标代码,指标中文名,单位,参数,适用范围
股票,补充资料,CASHFLOWSTATEMENT_97,      其中：递延所得税资产减少,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_98,      其中：递延所得税负债增加,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_210,预计负债的增加,,,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_99,存货的减少,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_100,经营性应收项目的减少,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_101,经营性应付项目的增加,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_117,其他,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_102,经营活动产生的现金流量净额其他项目,,,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_103,经营活动产生的现金流量净额平衡项目,,,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_105,间接法—经营活动产生的现金流量净额,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_106,债务转为资本,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_107,一年内到期的可转换公司债券,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_108,融资租入固定资产,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_212,不涉及现金收支的投资和筹资活动金额其他项目,,,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_109,现金的期末余额,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_110,现金的期初余额,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_111,现金等价物的期末余额,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_112,现金等价物的期初余额,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_113,现金及现金等价物净增加额其他项目,,,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_114,现金及现金等价物净增加额平衡项目,,,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_116,间接法—现金及现金等价物的净增加额,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_243,信用减值损失,,,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_IONOTES,经营活动产生的现金流量净额其他项目(说明),-,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_ICNOTES,现金及现金等价物净增加额其他项目(说明),-,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_299,使用权资产摊销,,,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_244,使用权资产折旧,元,报告期、报表类型,沪深股票
股票,补充资料,CM_IM_NET_CASH_FLOWS_OPER_ACT_GAP_DETAIL,间接法-经营活动现金流量净额差额说明(特殊报表科目),-,报告期、报表类型,沪深股票
股票,补充资料,CM_IM_NET_CASH_FLOWS_OPER_ACT_GAP,间接法-经营活动现金流量净额差额(特殊报表科目),元,报告期、报表类型,沪深股票
股票,补充资料,CM_IM_NET_CASH_FLOWS_OPER_ACT_NETTING,间接法-经营活动现金流量净额差额(合计平衡项目),,,沪深股票
股票,补充资料,CM_IM_NET_INCR_CASH_CASH_EQU_GAP_DETAIL,间接法-现金净增加额差额说明(特殊报表科目),-,报告期、报表类型,沪深股票
股票,补充资料,CM_IM_NET_INCR_CASH_CASH_EQU_GAP,间接法-现金净增加额差额(特殊报表科目),,,沪深股票
股票,补充资料,CM_IM_NET_INCR_CASH_CASH_EQU_NETTING,间接法-现金净增加额差额(合计平衡项目),元,报告期、报表类型,沪深股票
股票,补充资料,UNCONFIRMINVLOSS,未确认的投资损失_CS,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_83,单季度.营业总收入,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_9,单季度.营业收入,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_19,单季度.利息收入,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_28,单季度.已赚保费,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_22,单季度.手续费及佣金收入,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_85,单季度.其他业务收入,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_88,单季度.营业总收入其他项目,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_84,单季度.营业总成本,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_10,单季度.营业成本,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_20,单季度.利息支出,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_23,单季度.手续费及佣金支出,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_89,单季度.研发费用,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_39,单季度.退保金,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_33,单季度.赔付支出净额,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_35,单季度.提取保险合同准备金净额,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_40,单季度.保单红利支出,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_38,单季度.分保费用,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_86,单季度.其他业务成本,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_11,单季度.税金及附加,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_12,单季度.销售费用,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_13,单季度.管理费用,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_14,单季度.财务费用,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_127,单季度.其中：利息费用,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_128,单季度.其中：利息收入,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_15,单季度.资产减值损失,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_129,单季度.信用减值损失,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_90,单季度.营业总成本其他项目,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_16,单季度.公允价值变动净收益,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_17,单季度.投资净收益,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_82,单季度.对联营企业和合营企业的投资收益,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_130,单季度.净敞口套期收益,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_25,单季度.汇兑收益,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_123,单季度.资产处置收益,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_124,单季度.其他收益,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_45,单季度.营业利润其他项目,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_46,单季度.营业利润平衡项目,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_48,单季度.营业利润,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_49,单季度.营业外收入,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_118,单季度.非流动资产处置利得,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_50,单季度.营业外支出,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_51,单季度.非流动资产处置净损失,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_52,单季度.影响利润总额的其他项目,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_53,单季度.利润总额平衡项目,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_55,单季度.利润总额,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_56,单季度.所得税费用,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_87,单季度.未确认的投资损失,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_57,单季度.影响净利润的其他项目,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_120,单季度.净利润差额(合计平衡项目2),,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_60,单季度.净利润,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_125,单季度.持续经营净利润,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_126,单季度.终止经营净利润,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_91,单季度.被合并方在合并前实现利润,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_61,单季度.归属母公司股东的净利润,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_62,单季度.少数股东损益,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_92,单季度.净利润其他项目,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_80,单季度.基本每股收益,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_81,单季度.稀释每股收益,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_114,单季度.其他综合收益,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_116,单季度.归属于母公司股东的其他综合收益,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_115,单季度.归属于少数股东的其他综合收益总额,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_113,单季度.综合收益总额,元,报告期、报表类型,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_93,单季度.归属于母公司所有者的综合收益总额,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_94,单季度.归属于少数股东的综合收益总额,,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_182,单季度.信用减值损失(新),,,沪深股票
股票,利润表(单季度),INCOMESTATEMENTQ_180,单季度.资产减值损失(新),,,沪深股票
股票,利润表(单季度),OTHERASSETLOSS,单季度.其他资产减值损失,元,证券代码，报告期，报表类型,沪深股票
股票,利润表(单季度),ACF_ENDINCOME,单季度.以摊余成本计量的金融资产终止确认收益,元,报告期、报表类型,沪深股票
股票,利润表(单季度),GROSSPROFIT_S,单季度.毛利,元,报告期、报表类型,沪深股票
股票,利润表(单季度),QSTOTALOPERATEEXP2,单季度.营业总成本2,元,报告期、报表类型,沪深股票
股票,利润表(单季度),QSTOTALOPERATEEXP3,单季度.营业总成本3,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_9,单季度.销售商品、提供劳务收到的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_12,单季度.客户存款和同业存放款项净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_13,单季度.向中央银行借款净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_14,单季度.向其他金融机构拆入资金净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_16,单季度.收到原保险合同保费取得的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_17,单季度.收到再保险业务现金净额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_64,单季度.保户储金及投资款净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_18,单季度.处置交易性金融资产净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_186,单季度.收取利息、手续费及佣金的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_20,单季度.拆入资金净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_120,单季度.发放贷款及垫款的净减少额,,,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_21,单季度.回购业务资金净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_10,单季度.收到的税费返还,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_11,单季度.收到的其他与经营活动有关的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_22,单季度.经营活动现金流入其他项目,,,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_23,单季度.经营活动现金流入平衡项目,,,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_25,单季度.经营活动现金流入小计,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_26,单季度.购买商品、接受劳务支付的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENTQ_30,单季度.客户贷款及垫款净增加额,元,报告期、报表类型,沪深股票
