品种,分类,指标代码,指标中文名,单位,参数,适用范围
期权,分析指标,CLDELTA,Delta(经典版),,,期权
期权,分析指标,CLGAMMA,Gamma(经典版),,,期权
期权,分析指标,CLRHO,Rho(经典版),,"证券代码,交易日期",期权
期权,分析指标,CLTHETA,Theta(经典版),,,期权
期权,分析指标,CLVEGA,Vega(经典版),,,期权
期权,分析指标,CLBLSIMPV,隐含波动率(经典版),,,期权
外汇,日行情,CLOSE,收盘价,,,外汇
外汇,日行情,OPEN,开盘价,,,外汇
外汇,日行情,HIGH,最高价,,,外汇
外汇,日行情,LOW,最低价,,,外汇
外汇,日行情,PRECLOSE,前收盘价,,,外汇
外汇,日行情,DIFFER,涨跌,,,外汇
外汇,日行情,DIFFERRANGE,涨跌幅,,,外汇
外汇,周行情,CLOSEW,周收盘价,,,外汇
外汇,周行情,OPENW,周开盘价,,,外汇
外汇,周行情,LOWW,周最低价,,,外汇
外汇,周行情,HIGHW,周最高价,,,外汇
外汇,周行情,PRECLOSEW,周前收盘价,,,外汇
外汇,周行情,DIFFERW,周涨跌,,,外汇
外汇,周行情,DIFFERRANGEW,周涨跌幅,,,外汇
外汇,月行情,CLOSEM,月收盘价,,,外汇
外汇,月行情,OPENM,月开盘价,,,外汇
外汇,月行情,HIGHM,月最高价,,,外汇
外汇,月行情,LOWM,月最低价,,,外汇
外汇,月行情,PRECLOSEM,月前收盘价,,,外汇
外汇,月行情,DIFFERM,月涨跌,,,外汇
外汇,月行情,DIFFERRANGEM,月涨跌幅,,,外汇
外汇,年行情,CLOSEY,年收盘价,,,外汇
外汇,年行情,OPENY,年开盘价,,,外汇
外汇,年行情,HIGHY,年最高价,,,外汇
外汇,年行情,LOWY,年最低价,,,外汇
外汇,年行情,PRECLOSEY,年前收盘价,,,外汇
外汇,年行情,DIFFERY,年涨跌,,,外汇
外汇,年行情,DIFFERRANGEY,年涨跌幅,,,外汇
外汇,区间行情,CLOSEP,区间收盘价,--,起始交易日期、截止交易日期,外汇
外汇,区间行情,OPENP,区间开盘价,--,起始交易日期、截止交易日期,外汇
外汇,区间行情,HIGHP,区间最高价,--,起始交易日期、截止交易日期,外汇
外汇,区间行情,LOWP,区间最低价,--,起始交易日期、截止交易日期,外汇
外汇,区间行情,PRECLOSEP,区间前收盘价,--,起始交易日期、截止交易日期,外汇
外汇,区间行情,DIFFERP,区间涨跌,--,起始交易日期、截止交易日期,外汇
外汇,区间行情,DIFFERRANGEP,区间涨跌幅,--,起始交易日期、截止交易日期,外汇
外汇,基本资料,SNAME,证券简称,,,外汇
组合,基本资料,CODE,组合/账户代码,-,-,组合
组合,基本资料,NAME,组合/账户名称,-,-,组合
组合,基本资料,NATURE,性质,-,-,组合
组合,基本资料,CATEGORY,类别,-,-,组合
组合,基本资料,TYPE,类型,-,-,组合
组合,基本资料,BASECURRENCY,基准货币,-,-,组合
组合,基本资料,BENCHMARK,业绩基准,-,-,组合
组合,基本资料,FOUNDER,创建人,-,-,组合
组合,基本资料,FOUNDDATE,创建日期,-,-,组合
组合,基本资料,EXPLAIN,说明,-,-,组合
组合,资金指标,INITIALFUNDS,初始资金,元/千元/万元/百万元/亿元/十亿元,单位,组合
组合,资金指标,SURFUNDS,剩余资金,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,资金指标,FUNDSINP,区间转入资金,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,资金指标,FUNDSOUTP,区间转出资金,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,资金指标,FUNDSP,区间净调转资金,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,份额指标,SHARE,份额,份/千份/万份/百万份/十亿份,截止日期、单位,组合
组合,份额指标,SHARECHGP,区间份额变化,份/千份/万份/百万份/十亿份,起始日期、截止日期、单位,组合
组合,份额指标,SHARECHGPCTP,区间份额变化率,%,起始日期、截止日期,组合
组合,交易指标,FLOWIN,当日买入金额,元/千元/万元/百万元/亿元/十亿元,交易日期、单位,组合
组合,交易指标,FLOWOUT,当日卖出金额,元/千元/万元/百万元/亿元/十亿元,交易日期、单位,组合
组合,交易指标,INCOME,当日净买卖金额,元/千元/万元/百万元/亿元/十亿元,交易日期、单位,组合
组合,交易指标,TOTALINCOME,当日买卖总金额,元/千元/万元/百万元/亿元/十亿元,交易日期、单位,组合
组合,交易指标,BUYINNUM,当日买入交易笔数,笔,交易日期,组合
组合,交易指标,SELLOUTNUM,当日卖出交易笔数,笔,交易日期,组合
组合,交易指标,TOTALNUM,当日买卖总笔数,笔,交易日期,组合
组合,交易指标,FLOWINP,区间买入金额,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,交易指标,FLOWOUTP,区间卖出金额,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,交易指标,INCOMEP,区间净买卖金额,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,交易指标,TOTALINCOMEP,区间买卖总金额,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,交易指标,BUYINNUMP,区间买入交易笔数,笔,起始日期、截止日期,组合
组合,交易指标,SELLOUTNUMP,区间卖出交易笔数,笔,起始日期、截止日期,组合
组合,交易指标,TOTALNUMP,区间买卖总笔数,笔,起始日期、截止日期,组合
组合,交易指标,AVGBUYAMOUNT,区间每笔买入交易平均成交金额,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,交易指标,AVGSELLAMOUNT,区间每笔卖出交易平均成交金额,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,交易指标,AVGAMOUNT,区间每笔交易平均成交金额,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,费用指标,RATE,费率,%,截止日期、费率类型,组合
组合,费用指标,BROKERISP,区间交易费用,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,净值指标,NAVLATESTDATE,净值日期,-,截止日期,组合
组合,净值指标,NAVUNIT,单位净值,元,截止日期,组合
组合,净值指标,PNAVUNITRETURN,单位净值增长率,%,截止日期,组合
组合,净值指标,NAVUNITCHGP,区间单位净值增长,元,起始日期、截止日期,组合
组合,净值指标,NAVUNITRETURNP,区间单位净值增长率,%,起始日期、截止日期,组合
组合,净值指标,NAVUNITRETURNRBASE,相对基期单位净值增长率,%,截止日期、基期,组合
组合,净值指标,NAVHIGHESTP,区间最高单位净值,元,起始日期、截止日期,组合
组合,净值指标,NAVLOWESTP,区间最低单位净值,元,起始日期、截止日期,组合
组合,净值指标,BENCHRETURNP,区间业绩基准增长率,%,起始日期、截止日期,组合
组合,净值指标,NAVBENCHRETURNP,区间净值相对业绩基准增长率,%,起始日期、截止日期,组合
组合,净值指标,BENCHRETURNBASECHG,相对基期业绩基准增长率,%,截止日期、基期,组合
组合,盈亏指标,TOTALPL,累计盈亏,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,盈亏指标,FLOATPL,浮动盈亏,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,盈亏指标,FLOATPLRATE,浮动盈亏率,%,截止日期,组合
组合,盈亏指标,REALIZEDPL,已实现盈亏,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,盈亏指标,IS,利息收入,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,盈亏指标,DAYPL,当日盈亏,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,盈亏指标,DAYFLOATPL,当日浮动盈亏,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,盈亏指标,DAYREALIZEDPL,当日已实现盈亏,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,盈亏指标,DAYIS,当日利息收入,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,盈亏指标,TOTALPLP,区间盈亏,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,盈亏指标,FLOATINGPLP,区间浮动盈亏,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,盈亏指标,REALIZEDPLP,区间已实现盈亏,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,盈亏指标,INTERESTINCOMEP,区间利息收入,元/千元/万元/百万元/亿元/十亿元,起始日期、截止日期、单位,组合
组合,风险收益指标,AVGRETURN,平均收益率,%,起始交易日期、截止交易日期、计算周期、收益率计算方法,组合
组合,风险收益指标,ANNURETURN,年化收益率,%,起始交易日期、截止交易日期、计算周期、收益率计算方法,组合
组合,风险收益指标,GMRISKRETURN,几何平均收益率,%,起始交易日期、截止交易日期、计算周期、收益率计算方法,组合
组合,风险收益指标,AVGRISKRETURN,平均风险收益率,%,起始交易日期、截止交易日期、计算周期、收益率计算方法、无风险收益率,组合
组合,风险收益指标,GMAVGRETURN,几何平均风险收益率,%,起始交易日期、截止交易日期、计算周期、收益率计算方法、无风险收益率,组合
组合,风险收益指标,STDEV,收益标准差,%,起始交易日期、截止交易日期、计算周期、收益率计算方法,组合
组合,风险收益指标,ANNUSTDEV,波动率(年化),%,起始交易日期、截止交易日期、计算周期、收益率计算方法,组合
组合,风险收益指标,CORRECOEFFICIENT,相关系数,-,起始交易日期、截止交易日期、计算周期、收益率计算方法、标的指数,组合
组合,风险收益指标,R2,可决系数,-,起始交易日期、截止交易日期、计算周期、收益率计算方法、标的指数,组合
组合,风险收益指标,ALPHA,Alpha,-,起始交易日期、截止交易日期、计算周期、收益率计算方法、标的指数,组合
组合,风险收益指标,BETA,Beta,-,起始交易日期、截止交易日期、计算周期、收益率计算方法、标的指数,组合
组合,风险收益指标,SHARPE,Sharpe,-,起始交易日期、截止交易日期、计算周期、收益率计算方法、无风险收益率,组合
组合,风险收益指标,ANNUSHARPE,Sharpe(年化),-,起始交易日期、截止交易日期、计算周期、收益率计算方法、无风险收益率,组合
组合,风险收益指标,TREYNOR,Treynor,-,起始交易日期、截止交易日期、计算周期、收益率计算方法、无风险收益率、标的指数,组合
组合,风险收益指标,DOWNSIDE,下行风险,-,起始交易日期、截止交易日期、计算周期、收益率计算方法、无风险收益率,组合
组合,风险收益指标,ANNUTREYNOR,Treynor(年化),-,起始交易日期、截止交易日期、计算周期、收益率计算方法、无风险收益率、标的指数,组合
组合,风险收益指标,JENSEN,Jensen,-,起始交易日期、截止交易日期、计算周期、收益率计算方法、无风险收益率、标的指数,组合
组合,风险收益指标,ANNUJENSEN,Jensen(年化),-,起始交易日期、截止交易日期、计算周期、收益率计算方法、无风险收益率、标的指数,组合
组合,风险收益指标,NONSYS,非系统风险,-,起始交易日期、截止交易日期、计算周期、收益率计算方法、标的指数,组合
组合,风险收益指标,SORTINO,索丁诺比率,-,起始交易日期、截止交易日期、计算周期、收益率计算方法、无风险收益率,组合
组合,风险收益指标,ANNUSORTINO,索丁诺比率(年化),-,起始交易日期、截止交易日期、计算周期、收益率计算方法、无风险收益率,组合
组合,风险收益指标,TRACKERROR,跟踪误差 ,%,起始交易日期、截止交易日期、计算周期、收益率计算方法、标的指数,组合
组合,风险收益指标,INFORATIO,信息比率 ,-,起始交易日期、截止交易日期、计算周期、收益率计算方法、无风险收益率、标的指数,组合
组合,风险收益指标,MAXRISE,区间最大涨幅,,,组合
组合,风险收益指标,MAXRISEDAYS,区间最大涨幅天数,,,组合
组合,风险收益指标,MAXRISEPERIOD,区间最大涨幅期间,,,组合
组合,风险收益指标,MAXDOWN,区间最大回撤,,,组合
组合,风险收益指标,MAXDOWNDAYS,区间最大回撤天数,,,组合
组合,风险收益指标,MAXDOWNPERIOD,区间最大回撤期间,,,组合
组合,风险收益指标,VAR,VaR(金额),,,组合
组合,风险收益指标,VARPCT,VaR(百分比),,,组合
组合,日收益,MAXRETURN,最高单日回报,%,起始日期、截止日期,组合
组合,日收益,MINRETURN,最低单日回报,%,起始日期、截止日期,组合
组合,日收益,AVGRETURNZH,平均日回报,%,起始日期、截止日期,组合
组合,日收益,RISEFALLRATIO,上涨/下跌天数比,-,起始日期、截止日期,组合
组合,日收益,AVGPROFIT,上涨日平均收益,%,起始日期、截止日期,组合
组合,日收益,AVGLOSS,下跌日平均损失,%,起始日期、截止日期,组合
组合,日收益,LRDN,最长连续上涨天数,天,起始日期、截止日期,组合
组合,日收益,LRDR,最长连续上涨天数涨幅,%,起始日期、截止日期,组合
组合,日收益,LFDN,最长连续下跌天数,天,起始日期、截止日期,组合
组合,日收益,LFDR,最长连续下跌天数跌幅,%,起始日期、截止日期,组合
组合,日收益,DAILYWP,日胜率,%,起始日期、截止日期,组合
组合,周收益,MAXRETURNW,最高单周回报,%,起始日期、截止日期,组合
组合,周收益,MINRETURNW,最低单周回报,%,起始日期、截止日期,组合
组合,周收益,AVGRETURNW,平均周回报,%,起始日期、截止日期,组合
组合,周收益,RISEFALLRATIOW,上涨/下跌周数比,-,起始日期、截止日期,组合
组合,周收益,AVGPROFITW,上涨周平均收益,%,起始日期、截止日期,组合
组合,周收益,AVGLOSSW,下跌周平均损失,%,起始日期、截止日期,组合
组合,周收益,LRWN,最长连续上涨周数,周,起始日期、截止日期,组合
组合,周收益,LRWR,最长连续上涨周数涨幅,%,起始日期、截止日期,组合
组合,周收益,LFWN,最长连续下跌周数,周,起始日期、截止日期,组合
组合,周收益,LFWR,最长连续下跌周数跌幅,%,起始日期、截止日期,组合
组合,周收益,WEEKLYWP,周胜率,%,起始日期、截止日期,组合
组合,月收益,MAXRETURNM,最高单月回报,%,起始日期、截止日期,组合
组合,月收益,MINRETURNM,最低单月回报,%,起始日期、截止日期,组合
组合,月收益,AVGRETURNM,平均月回报,%,起始日期、截止日期,组合
组合,月收益,RISEFALLRATIOM,上涨/下跌月数比,-,起始日期、截止日期,组合
组合,月收益,AVGPROFITM,上涨月平均收益,%,起始日期、截止日期,组合
组合,月收益,AVGLOSSM,下跌月平均损失,%,起始日期、截止日期,组合
组合,月收益,LRMN,最长连续上涨月数,月,起始日期、截止日期,组合
组合,月收益,LRMR,最长连续上涨月数涨幅,%,起始日期、截止日期,组合
组合,月收益,LFMN,最长连续下跌月数,月,起始日期、截止日期,组合
组合,月收益,LFMR,最长连续下跌月数跌幅,%,起始日期、截止日期,组合
组合,月收益,MONTHLYWP,月胜率,%,起始日期、截止日期,组合
组合,资产配置,PRTTOTALASSET,资产总值,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,资产配置,MARKETVALUE,持仓市值,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,资产配置,PRTSTOCKVALUE,股票投资市值,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,资产配置,PRTSTOCKVALUEA,  股票投资市值(沪深A股),元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,资产配置,PRTSTOCKVALUES,  股票投资市值(三板),元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,资产配置,PRTBONDVALUE,债券投资市值,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,资产配置,BONDREVERSEREPOVALUE,  逆回购投资市值,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,资产配置,PRTFUNDVALUE,基金投资市值,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,资产配置,PRTBANKVALUE,银行理财投资市值,元/千元/万元/百万元/亿元/十亿元,截止日期、单位,组合
组合,资产配置,MARKETTOASSET,持仓市值占资产总值比,%,截止日期,组合
组合,资产配置,PRTSTOCKTOASSETP,股票投资市值占资产总值比,%,截止日期,组合
组合,资产配置,PRTBONDTOASSETP,债券投资市值占资产总值比,%,截止日期,组合
组合,资产配置,PRTFUNDTOASSETP,基金投资市值占资产总值比,%,截止日期,组合
组合,资产配置,PRTBANKTOASSET,银行理财投资市值占资产总值比,%,截止日期,组合
组合,行业分布,PRTINDVALUE,分行业投资市值,元/千元/万元/百万元/亿元/十亿元,截止日期、行业类别、单位,组合
组合,行业分布,PRTINDVALUECHGPCTP,分行业市值增长率,%,起始日期、截止日期、行业类别,组合
组合,行业分布,PRTINDTOPRTSTOCK,分行业市值占沪深A股投资市值比,%,截止日期、行业类别,组合
组合,行业分布,PRTINDTOASSETP,分行业市值占资产总值比,%,截止日期、行业类别,组合
组合,行业分布,PRTKEYINDNAME,重仓行业名称,-,截止日期、名次,组合
组合,行业分布,PRTKEYINDCODE,重仓行业代码,-,截止日期、名次,组合
组合,行业分布,PRTKEYINDVALUE,重仓行业市值,元/千元/万元/百万元/亿元/十亿元,截止日期、名次、单位,组合
组合,行业分布,PRTKEYINDTOPRTSTOCK,重仓行业市值占沪深A股投资市值比,%,截止日期、名次,组合
组合,行业分布,PRTKEYINDTOASSETP,重仓行业市值占资产总值比,%,截止日期、名次,组合
组合,持股明细,HOLDSTOCKNUM,持有股票个数,个,截止日期,组合
组合,持股明细,PRTKEYSTOCKNAME,重仓股票名称,-,截止日期、名次,组合
组合,持股明细,PRTKEYSTOCKCODE,重仓股票代码,-,截止日期、名次,组合
组合,持股明细,PRTKEYSTOCKNUM,重仓股持仓数量,股,截止日期、名次,组合
组合,持股明细,PRTKEYSTOCKVALUE,重仓股持仓市值,元/千元/万元/百万元/亿元/十亿元,截止日期、名次、单位,组合
组合,持股明细,PRTKEYSTOCKCHG,重仓股持仓变动,股,截止日期、名次,组合
组合,持股明细,PRTKEYSTOCKCOSTPRICE,重仓股成本价格,元,截止日期、名次,组合
组合,持股明细,PRTKEYSTOCKCOST,重仓股持仓成本,元/千元/万元/百万元/亿元/十亿元,截止日期、名次、单位,组合
组合,持股明细,PRTSTOCKDILUCOSTPRICE,重仓股摊薄成本价格,元,截止日期、名次,组合
组合,持股明细,PRTSTOCKDILUCOST,重仓股摊薄成本,元/千元/万元/百万元/亿元/十亿元,截止日期、名次、单位,组合
组合,持股明细,PRTKEYPROPORTIONTOLIQ,重仓股持仓占流通股比例,%,截止日期、名次,组合
组合,持股明细,PRTPROPORTOPRTSTOCK,重仓股市值占沪深A股投资市值比,%,截止日期、名次,组合
组合,持股明细,PRTKEYSTOCKTOASSET,重仓股市值占资产总值比,%,截止日期、名次,组合
组合,持股明细,PRTKEYNSTOCK,前N名重仓股持仓市值合计,元/千元/万元/百万元/亿元/十亿元,截止日期、名次、单位,组合
组合,持股明细,PRTKEYSTOCKSCHGPCT,重仓股涨跌幅,%,截止日期、名次、起始交易日期、截止交易日期,组合
组合,持股风格,STYLERATE,风格占比,%,截止日期、风格类型,组合
组合,基本面分析,PETTMALL,市盈率(TTM)(整体法),-,交易日期、剔除规则,组合
组合,基本面分析,PETTMAVG,市盈率(TTM)(算术平均),-,交易日期、剔除规则,组合
组合,基本面分析,PETTMDEDUCTEDALL,市盈率TTM(扣除非经常性损益)(整体法),-,交易日期、剔除规则,组合
组合,基本面分析,PETTMDEDUCTEDAVG,市盈率TTM(扣除非经常性损益)(算术平均),-,交易日期、剔除规则,组合
组合,基本面分析,PBALL,市净率(整体法),-,交易日期、财务数据匹配规则、剔除规则,组合
组合,基本面分析,PBAVG,市净率(算术平均),-,交易日期、财务数据匹配规则、剔除规则,组合
组合,基本面分析,PCFALL,市现率(整体法),-,交易日期、财务数据匹配规则、剔除规则,组合
组合,基本面分析,PCFAVG,市现率(算术平均),-,交易日期、财务数据匹配规则、剔除规则,组合
组合,基本面分析,PSALL,市销率(整体法),-,交易日期、财务数据匹配规则、剔除规则,组合
组合,基本面分析,PSAVG,市销率(算术平均),-,交易日期、财务数据匹配规则、剔除规则,组合
组合,基本面分析,EPSALL,每股收益(TTM)(整体法),-,交易日期、TTM基准日,组合
组合,基本面分析,EPSAVG,每股收益(TTM)(算术平均),-,交易日期、TTM基准日,组合
组合,基本面分析,BPSNEWALL,每股净资产(最新公告)(整体法),-,交易日期,组合
组合,基本面分析,BPSNEWAVG,每股净资产(最新公告)(算术平均),-,交易日期,组合
组合,基本面分析,CFPSTTMALL,每股现金流净额(TTM)(整体法),-,交易日期、TTM基准日,组合
组合,基本面分析,CFPSTTMAVG,每股现金流净额(TTM)(算术平均),-,交易日期、TTM基准日,组合
组合,基本面分析,ROEALL,净资产收益率(平均)(整体法),-,报告期,组合
组合,基本面分析,ROEAVG,净资产收益率(平均)(算术平均),-,报告期,组合
组合,基本面分析,CURRENTRATIOALL,流动比率(整体法),-,报告期,组合
组合,基本面分析,CURRENTRATIOAVG,流动比率(算术平均),-,报告期,组合
组合,基本面分析,LIBILITYTOEQUITYALL,产权比率(整体法),-,报告期,组合
组合,持债明细,HOLDBONDNUM,持有债券个数,个,截止日期,组合
组合,持债明细,PRTKEYBONDNAME,重仓债券名称,-,截止日期、名次,组合
组合,持债明细,PRTKEYBONDCODE,重仓债券代码,-,截止日期、名次,组合
组合,持债明细,PRTKEYBONDNUM,重仓债券持仓数量,张,截止日期、名次,组合
组合,持债明细,PRTKEYBONDVALUE,重仓债券持仓市值,元/千元/万元/百万元/亿元/十亿元,截止日期、名次、单位,组合
组合,持债明细,PRTKEYBONDHOLDINGCHG,重仓债券持仓变动,张,截止日期、名次,组合
组合,持债明细,PRTKEYBONDTOBOND,重仓债券市值占债券投资市值比,%,截止日期、名次,组合
组合,持债明细,PRTKEYBONDTOASSET,重仓债券市值占资产总值比,%,截止日期、名次,组合
组合,持债明细,PRTKEYNBOND,前N名重仓债券市值合计,元/千元/万元/百万元/亿元/十亿元,截止日期、名次、单位,组合
组合,持债明细,PRTKEYBONDCHGPCT,重仓债券涨跌幅,%,截止日期、名次、起始交易日期、截止交易日期,组合
组合,持基明细,HOLDFUNDNUM,持有基金个数,个,截止日期,组合
组合,持基明细,PRTKEYFUNDNAME,重仓基金名称,-,截止日期、名次,组合
组合,持基明细,PRTKEYFUNDCODE,重仓基金代码,-,截止日期、名次,组合
组合,持基明细,PRTKEYFUNDNUM,重仓基金持仓数量,股,截止日期、名次,组合
组合,持基明细,PRTKEYFUNDVALUE,重仓基金持仓市值,元/千元/万元/百万元/亿元/十亿元,截止日期、名次、单位,组合
组合,持基明细,PRTKEYFUNDHOLDINGCHG,重仓基金持仓变动,股,截止日期、名次,组合
组合,持基明细,PRTKEYFUNDTOFUND,重仓基金市值占基金投资市值比,%,截止日期、名次,组合
组合,持基明细,PRTKEYFUNDTOASSET,重仓基金市值占资产总值比,%,截止日期、名次,组合
组合,持基明细,PRTKEYNFUND,前N名重仓基金市值合计,元/千元/万元/百万元/亿元/十亿元,截止日期、名次、单位,组合
组合,持基明细,PRTKEYFUNDCHGPCT,重仓基金涨跌幅,%,截止日期、名次、起始交易日期、截止交易日期,组合
机构,公司资料,COMPNAME,公司中文名称,,无参数,机构
机构,公司资料,COMPNAMEENG,公司英文名称,,无参数,机构
机构,公司资料,FOUNDDATE,成立日期,,无参数,机构
机构,公司资料,REGNUMBER,社会信用代码,,无参数,机构
机构,公司资料,REGCAPITAL,注册资本,元,单位,机构
机构,公司资料,LEGREPRESENT,法定代表人,,无参数,机构
机构,公司资料,ORGFORM,企业性质,-,-,机构
机构,公司资料,COMPROFILE,公司简介,,,机构
机构,公司资料,BUSINESS,经营范围,,无参数,机构
机构,公司资料,MAINBUSINESS,主营业务,,,机构
机构,公司资料,PROVINCE,省份,,无参数,机构
机构,公司资料,CITY,城市,,无参数,机构
机构,公司资料,EMPLOYEENUM,员工总数,,年度,机构
机构,公司资料,REGADDRESS,注册地址,,无参数,机构
机构,公司资料,OFFICEADDRESS,办公地址,,无参数,机构
机构,公司资料,ZIP,办公地址邮编,,无参数,机构
机构,公司资料,PHONE,公司电话,,无参数,机构
机构,公司资料,FAX,公司传真,,无参数,机构
机构,公司资料,EMAIL,公司电子邮件地址,,无参数,机构
机构,公司资料,WEBSITE,公司网址,,无参数,机构
机构,公司资料,DISCLOSER,信息披露人,,无参数,机构
机构,公司资料,BOARDSECRETARYPHONE,董事会秘书电话,,无参数,机构
机构,公司资料,AHOLDER,实际控制人,,截止日期,机构
机构,公司资料,AHOLDERTYPE,实际控制人类型,,截止日期,机构
机构,公司资料,FHOLDER,最终控制方,,截止日期,机构
机构,公司资料,FHOLDERTYPE,最终控制方类型,,截止日期,机构
机构,公司资料,INDPDIRECTORNOW,公司独立董事(现任),,无参数,机构
机构,公司资料,INDPDIRECTORBF,独立董事(历任),,无参数,机构
机构,公司资料,AUDITOR,审计机构,-,-,机构
机构,公司资料,LAWFIRM,律师事务所,,,机构
机构,公司资料,HISSW2014,所属申万行业名称(2014),,参数：一级行业、二级行业、三级行业、全部明细,机构
机构,公司资料,HISSW2014CODE,所属申万行业代码(2014),,参数：一级行业、二级行业、三级行业、全部明细,机构
机构,公司资料,HISCSRCNEW,所属证监会行业名称(2012),,参数：门类行业、大类行业、全部明细,机构
机构,公司资料,HISCSRCCODENEW,所属证监会行业代码(2012),,参数：门类行业、大类行业、全部明细,机构
机构,公司资料,LAYEREMPLOYEENUM,各学历员工人数,,,机构
机构,公司资料,SNAMEENG,公司英文简称,,,机构
机构,公司资料,SECRATING,券商评级,,年度,机构
机构,公司资料,SFC,所属证监局,,,机构
机构,董监高人员,CHAIRMAN,董事长,-,-,机构
机构,董监高人员,VCHAIRMAN,副董事长,-,-,机构
机构,董监高人员,DIRECTOR,董事,-,-,机构
机构,董监高人员,INDEDIRECTOR,独立董事,-,-,机构
机构,董监高人员,CHAIRSUPERVISOR,监事长,-,-,机构
机构,董监高人员,WORKERSUPERVISOR,职工监事,-,-,机构
机构,董监高人员,SUPERVISOR,监事,-,-,机构
机构,董监高人员,EXSUPERVISOR,外部监事,-,-,机构
机构,董监高人员,CEO,总经理,-,-,机构
机构,董监高人员,VCEO,副经理,-,-,机构
机构,董监高人员,CFO,财务总监,-,-,机构
机构,董监高人员,BOARDSECRETARY,董事会秘书,-,-,机构
机构,董监高人员,MANAGENUM,高管人员人数,,-,机构
机构,董监高人员履历,CHAIRMANRESUME,董事长履历,-,-,机构
机构,董监高人员履历,JSHZXRZRQ,监事会主席履历,-,-,机构
机构,董监高人员履历,ZJLRESUME,总裁(总经理)履历,-,-,机构
机构,董监高人员履历,CWZJRESUME,财务总监履历,-,-,机构
机构,董监高人员履历,DSHMSRESUME,董事会秘书履历,-,-,机构
机构,董监高人员履历,CHAIRMANRZRQ,董事长任职日期,-,截止日期,机构
机构,董监高人员履历,JSHZXRESUME,监事会主席任职日期,-,截止日期,机构
机构,董监高人员履历,ZCZJLRZRQ,总裁(总经理)任职日期,-,截止日期,机构
机构,董监高人员履历,CWZJRZRQ,财务总监任职日期,-,截止日期,机构
机构,董监高人员履历,DSHMSRZRQ,董事会秘书任职日期,-,截止日期,机构
机构,薪酬指标,EMPLOYEEPMT,员工人均薪酬,,年度、单位,机构
机构,薪酬指标,CHAIRMANPMT,董事长薪酬,,年度、单位,机构
机构,薪酬指标,CEOPMT,总经理薪酬,,年度、单位,机构
机构,薪酬指标,CFOPMT,财务总监薪酬,,年度、单位,机构
机构,薪酬指标,SECRETARYPMT,董事会秘书薪酬,,年度、单位,机构
机构,薪酬指标,FIRTHREEDIRECTORSPMT,前三名董事报酬总额,,年度、单位,机构
机构,薪酬指标,FIRTHREESENIORPMT,前三名高管报酬总额,,年度、单位,机构
机构,薪酬指标,EXCUTIVESTOTALPMT,高管年度薪酬总额,,年度、单位,机构
机构,员工人数,RANDDNUM,研发人员人数,,年度,机构
机构,员工人数,PRODUCERNUM,生产人员人数,,年度,机构
机构,员工人数,FINANCIALNUM,财务人员人数,,年度,机构
机构,员工人数,TECHNICIANNUM,技术人员人数,,年度,机构
机构,员工人数,SALESMANNUM,销售人员人数,,年度,机构
机构,员工人数,ADMINISTRANUM,行政管理人员人数,,年度,机构
机构,每股指标,EPSBASIC,每股收益EPS(基本),元,报告期,机构
