品种,报表名,报表代码CtrName,字段代码,字段中文名
港股,高管持股明细,HKManagerialOwnershipDetail,TOTALSHARES,全部权益_总计(股)
港股,高管持股明细,HKManagerialOwnershipDetail,TOTALSHARESRATIO,全部权益_占已发行股份比例(%)
港股,高管持股明细,HKManagerialOwnershipDetail,STOCKTYPE,股份类别
港股,高管持股明细,HKManagerialOwnershipDetail,MEMO,备注
港股,港股资金流向,HKStockCapitalflow,SECUCODE,证券代码
港股,港股资金流向,HKStockCapitalflow,SECUNAME,证券简称
港股,港股资金流向,HKStockCapitalflow,TRADEDATE,交易日期
港股,港股资金流向,HKStockCapitalflow,CLOSEPRICE,收盘价
港股,港股资金流向,HKStockCapitalflow,CHANGERATE,涨跌幅(%)
港股,港股资金流向,HKStockCapitalflow,MAININFLOW,主力资金流入(元)
港股,港股资金流向,HKStockCapitalflow,MAINOUTFLOW,主力资金流出(元)
港股,港股资金流向,HKStockCapitalflow,NETINFLOW,主力资金净流入(元)
港股,港股资金流向,HKStockCapitalflow,SUPERDEALINFLOW,超大单资金流入(元)
港股,港股资金流向,HKStockCapitalflow,SUPERDEALOUTFLOW,超大单资金流出(元)
港股,港股资金流向,HKStockCapitalflow,BIGDEALINFLOW,大单资金流入(元)
港股,港股资金流向,HKStockCapitalflow,BIGDEALOUTFLOW,大单资金流出(元)
港股,港股资金流向,HKStockCapitalflow,MIDDEALINFLOW,中单资金流入(元)
港股,港股资金流向,HKStockCapitalflow,MIDDEALOUTFLOW,中单资金流出(元)
港股,港股资金流向,HKStockCapitalflow,SMALLDEALINFLOW,小单资金流入(元)
港股,港股资金流向,HKStockCapitalflow,SMALLDEALOUTFLOW,小单资金流出(元)
美股,资产负债表,BalanceStatementUS,REPORTDATE,报告期
美股,资产负债表,BalanceStatementUS,ENDDATE,截止日期
美股,资产负债表,BalanceStatementUS,REPORTTYPE,报表类型
美股,资产负债表,BalanceStatementUS,BBNJR,报表年结日
美股,资产负债表,BalanceStatementUS,CURTYPE,原始币种
美股,资产负债表,BalanceStatementUS,COMPANYTYPE,公司类型
美股,资产负债表,BalanceStatementUS,ISLISTED,上市前/上市后
美股,资产负债表,BalanceStatementUS,SXZCKJXJLD,受限制存款及现金(流动)
美股,资产负债表,BalanceStatementUS,KGCSTZLD,可供出售投资(流动)
美股,资产负债表,BalanceStatementUS,YSZKJPJ,应收账款及票据
美股,资产负债表,BalanceStatementUS,YSGLFKX,应收关联方款项
美股,资产负债表,BalanceStatementUS,YFKXJQTYSKLD,预付款项及其他应收款(流动)
美股,资产负债表,BalanceStatementUS,CH,预付款项及其他应收款(流动)
美股,资产负债表,BalanceStatementUS,DYSDSZCLD,递延所得税资产(流动)
美股,资产负债表,BalanceStatementUS,KSHBQSX,可收回本期税项
美股,资产负债表,BalanceStatementUS,DQTZ,短期投资
美股,资产负债表,BalanceStatementUS,LDZCQTXM,流动资产其他项目
美股,资产负债表,BalanceStatementUS,LDZCHJ,流动资产合计
美股,资产负债表,BalanceStatementUS,SXZCKJXJFLD,流动资产合计
美股,资产负债表,BalanceStatementUS,ZJGC,在建工程
美股,资产负债表,BalanceStatementUS,TDSYQ,土地使用权
美股,资产负债表,BalanceStatementUS,WXZC,无形资产
美股,资产负债表,BalanceStatementUS,SY,商誉
美股,资产负债表,BalanceStatementUS,KGCSTZFLD,可供出售投资(非流动)
美股,资产负债表,BalanceStatementUS,YSZKJPJFLD,应收账款及票据(非流动)
美股,资产负债表,BalanceStatementUS,YFKXJQTCQYSKFLD,预付款项及其他长期应收款(非流动)
美股,资产负债表,BalanceStatementUS,DYSDSZCFLD,递延所得税资产(非流动)
美股,资产负债表,BalanceStatementUS,CQTZ,长期投资
美股,资产负债表,BalanceStatementUS,FLDZCQTXM,非流动资产其他项目
美股,资产负债表,BalanceStatementUS,FLDZCHJ,非流动资产合计
美股,资产负债表,BalanceStatementUS,ZCQTXM,资产其他项目
美股,资产负债表,BalanceStatementUS,ZZC,总资产
美股,资产负债表,BalanceStatementUS,DQZWJCQFZBQBF,短期债务及长期负债(本期部分)
美股,资产负债表,BalanceStatementUS,RZZLFZLD,融资租赁负债(流动)
美股,资产负债表,BalanceStatementUS,YFZKJPJ,应付账款及票据
美股,资产负债表,BalanceStatementUS,YFGLFKXLD,应付关联方款项(流动)
美股,资产负债表,BalanceStatementUS,YFSXLD,应付税项(流动)
美股,资产负债表,BalanceStatementUS,YFXCHFL,应付薪酬和福利
美股,资产负债表,BalanceStatementUS,QTYFKJYJFY,其他应付款及应计费用
美股,资产负债表,BalanceStatementUS,YSGJFZLD,衍生工具负债(流动)
美股,资产负债表,BalanceStatementUS,DYSRLD,递延收入(流动)
美股,资产负债表,BalanceStatementUS,DYSDSFZLD,递延所得税负债(流动)
美股,资产负债表,BalanceStatementUS,LDFZQTXM,流动负债其他项目
美股,资产负债表,BalanceStatementUS,LDFZHJ,流动负债合计
美股,资产负债表,BalanceStatementUS,RZZLFZFLD,融资租赁负债(非流动)
美股,资产负债表,BalanceStatementUS,YFZKJPJFLD,应付账款及票据(非流动)
美股,资产负债表,BalanceStatementUS,YFSXFLD,应付税项(非流动)
美股,资产负债表,BalanceStatementUS,QTCQYFK,其他长期应付款
美股,资产负债表,BalanceStatementUS,YSGJFZFLD,衍生工具负债(非流动)
美股,资产负债表,BalanceStatementUS,DYSRFLD,递延收入(非流动)
美股,资产负债表,BalanceStatementUS,DYSDSFZFLD,递延所得税负债(非流动)
美股,资产负债表,BalanceStatementUS,FLDFZQTXM,非流动负债其他项目
美股,资产负债表,BalanceStatementUS,FLDFZHJ,非流动负债合计
美股,资产负债表,BalanceStatementUS,FZQTXM,负债其他项目
美股,资产负债表,BalanceStatementUS,ZFZ,总负债
美股,资产负债表,BalanceStatementUS,YXG,优先股
美股,资产负债表,BalanceStatementUS,KCG,库存股
美股,资产负债表,BalanceStatementUS,GBYJ,股本溢价
美股,资产负债表,BalanceStatementUS,LCSY,留存收益
美股,资产负债表,BalanceStatementUS,QTCB,其他储备
美股,资产负债表,BalanceStatementUS,LJQTQMSY,累计其他全面收益
美股,资产负债表,BalanceStatementUS,GSYMGSGDQYQTXM,归属于母公司股东权益其他项目
美股,资产负债表,BalanceStatementUS,GSYMGSGDQY,归属于母公司股东权益
美股,资产负债表,BalanceStatementUS,JSSGDQY,少数股东权益
美股,资产负债表,BalanceStatementUS,JGDQYHJQTXM,股东权益合计其他项目
美股,资产负债表,BalanceStatementUS,GDQYHJ,股东权益合计
美股,资产负债表,BalanceStatementUS,FZJGDQYHJ,负债及股东权益合计
美股,资产负债表,BalanceStatementUS,DQBGSJPLRQ,公告日期
美股,资产负债表,BalanceStatementUS,KJZZ,会计准则
美股,资产负债表,BalanceStatementUS,SJYJ,审计意见
美股,资产负债表,BalanceStatementUS,HSS,核数师
美股,利润表,IncomeStatementUS,REPORTDATE,报告期
美股,利润表,IncomeStatementUS,STARTDATE,起始日期
美股,利润表,IncomeStatementUS,ENDDATE,截止日期
美股,利润表,IncomeStatementUS,REPORTTYPE,报表类型
美股,利润表,IncomeStatementUS,BBNJR,报表年结日
美股,利润表,IncomeStatementUS,CURTYPE,原始币种
美股,利润表,IncomeStatementUS,COMPANYTYPE,公司类型
美股,利润表,IncomeStatementUS,ISLISTED,上市前/上市后
美股,利润表,IncomeStatementUS,YYSR,营业收入
美股,利润表,IncomeStatementUS,YYCB,营业成本
美股,利润表,IncomeStatementUS,MLQTXM,毛利其他项目
美股,利润表,IncomeStatementUS,ML,毛利
美股,利润表,IncomeStatementUS,YFFY,减:研发费用
美股,利润表,IncomeStatementUS,YXFY,减:营销费用
美股,利润表,IncomeStatementUS,YBJHZFY,减:一般及行政费用
美股,利润表,IncomeStatementUS,ZJYTX,减:折旧与摊销
美股,利润表,IncomeStatementUS,JZJBB,减:减值及拨备
美股,利润表,IncomeStatementUS,QTYYFY,减:其他营业费用
美股,利润表,IncomeStatementUS,QTSY,加:其他收益
美股,利润表,IncomeStatementUS,YYLR,营业利润
美股,利润表,IncomeStatementUS,LXSR,加:利息收入
美股,利润表,IncomeStatementUS,LXZC,减:利息支出
美股,利润表,IncomeStatementUS,QYXTZSY,加:权益性投资损益
美股,利润表,IncomeStatementUS,TZXJZZB,加:投资性减值准备
美股,利润表,IncomeStatementUS,QTSRZC,加:其他收入(支出)
美股,利润表,IncomeStatementUS,GYJZBDSY,加:公允价值变动损益
美股,利润表,IncomeStatementUS,HDSY,加:汇兑损益
美股,利润表,IncomeStatementUS,ZCCLSY,加:资产处理损益
美股,利润表,IncomeStatementUS,RZSRZC,加:融资收入(支出)
美股,利润表,IncomeStatementUS,SQLRQTXM,税前利润其他项目
美股,利润表,IncomeStatementUS,CXJYSQLR,持续经营税前利润
美股,利润表,IncomeStatementUS,CXJYJLR,持续经营净利润
美股,利润表,IncomeStatementUS,YZZHFCXJYJLR,加:已终止或非持续经营净利润
美股,利润表,IncomeStatementUS,SHLRQTXM,税后利润其他项目
美股,利润表,IncomeStatementUS,JLR,净利润
美股,利润表,IncomeStatementUS,SSGDSY,减:少数股东损益
美股,利润表,IncomeStatementUS,GDYZYLQTXM,加:股东应占溢利其他项目
美股,利润表,IncomeStatementUS,GSYMGSGDJLR,归属于母公司股东净利润
美股,利润表,IncomeStatementUS,GSYYXGJLRJQTX,减:归属于优先股净利润及其他项
美股,利润表,IncomeStatementUS,GSYPTGGDJLR,归属于普通股股东净利润
美股,利润表,IncomeStatementUS,TBMGSYPTG,摊薄每股收益-普通股
美股,利润表,IncomeStatementUS,JBMGSYADS,基本每股收益-ADS
美股,利润表,IncomeStatementUS,TBMGSYADS,摊薄每股收益-ADS
美股,利润表,IncomeStatementUS,QTQMSY,其他全面收益
美股,利润表,IncomeStatementUS,QMSYZE,全面收益总额
美股,利润表,IncomeStatementUS,BGSYYRZQMSYZE,本公司拥有人占全面收益总额
美股,利润表,IncomeStatementUS,FKGQYZQMSYZE,非控股权益占全面收益总额
美股,利润表,IncomeStatementUS,DQBGSJPLRQ,公告日期
美股,利润表,IncomeStatementUS,KJZZ,会计准则
美股,利润表,IncomeStatementUS,SJYJ,审计意见
美股,利润表,IncomeStatementUS,HSS,核数师
美股,现金流量表,CashFlowStatementUS,REPORTDATE,报告期
美股,现金流量表,CashFlowStatementUS,STARTDATE,起始日期
美股,现金流量表,CashFlowStatementUS,ENDDATE,截止日期
美股,现金流量表,CashFlowStatementUS,REPORTTYPE,报表类型
美股,现金流量表,CashFlowStatementUS,BBNJR,报表年结日
美股,现金流量表,CashFlowStatementUS,CURTYPE,原始币种
美股,现金流量表,CashFlowStatementUS,COMPANYTYPE,公司类型
美股,现金流量表,CashFlowStatementUS,ISLISTED,上市前/上市后
美股,现金流量表,CashFlowStatementUS,ZJJTX,折旧及摊销
美股,现金流量表,CashFlowStatementUS,JYGPDBCF,基于股票的补偿费
美股,现金流量表,CashFlowStatementUS,JZJBB,减值及拨备
美股,现金流量表,CashFlowStatementUS,DYSDS,递延所得税
美股,现金流量表,CashFlowStatementUS,ZCCZSY,资产处置损益
美股,现金流量表,CashFlowStatementUS,TZSY,投资损益
美股,现金流量表,CashFlowStatementUS,ZGYY,重估盈余
美股,现金流量表,CashFlowStatementUS,QYXTZSY,权益性投资损益
美股,现金流量表,CashFlowStatementUS,HDSY,汇兑损益
美股,现金流量表,CashFlowStatementUS,YLJTXFL,养老及退休福利
美股,现金流量表,CashFlowStatementUS,JYYWTZQTXM,经营业务调整其他项目
美股,现金流量表,CashFlowStatementUS,CHDJSZJ,存货的减少(增加)
美股,现金流量表,CashFlowStatementUS,CKJXZXXJJSZJ,存款及限制性现金减少(增加)
美股,现金流量表,CashFlowStatementUS,YFKXJQTYSKJSZJ,预付款项及其他应收款减少(增加)
美股,现金流量表,CashFlowStatementUS,YSKXJQTYFKZJJS,预收款项及其他应付款增加(减少)
美股,现金流量表,CashFlowStatementUS,DTFYJQTZC,待摊费用及其他资产
美股,现金流量表,CashFlowStatementUS,YSZKJPJJSZJ,应收账款及票据减少(增加)
美股,现金流量表,CashFlowStatementUS,YFZKJPJZJJS,应收账款及票据减少(增加)
美股,现金流量表,CashFlowStatementUS,YSGLFKXJSZJ,应收关联方款项减少(增加)
美股,现金流量表,CashFlowStatementUS,YFGLFKXZJJS,应付关联方款项增加(减少)
美股,现金流量表,CashFlowStatementUS,DYSR,递延收入
美股,现金流量表,CashFlowStatementUS,YFSX,应付税项
美股,现金流量表,CashFlowStatementUS,YJFYJQTFZ,应计费用及其他负债
美股,现金流量表,CashFlowStatementUS,YSLXJSZJ,应收利息减少(增加)
美股,现金流量表,CashFlowStatementUS,YFLXZJJS,应付利息增加(减少)
美股,现金流量表,CashFlowStatementUS,JYYWQTXM,经营业务其他项目
美股,现金流量表,CashFlowStatementUS,JYHDCSDXJLLJE,经营活动产生的现金流量净额
美股,现金流量表,CashFlowStatementUS,CZGDZCSDDXJ,处置固定资产收到的现金
美股,现金流量表,CashFlowStatementUS,GMWXZCJQTZCZFDXJ,购买无形资产及其他资产支付的现金
美股,现金流量表,CashFlowStatementUS,CZWXZCJQTZCSDDXJ,处置无形资产及其他资产收到的现金
美股,现金流量表,CashFlowStatementUS,CKZJJS,存款增加(减少)
美股,现金流量表,CashFlowStatementUS,DKCH,贷款偿还
美股,现金流量表,CashFlowStatementUS,TZZFXJ,投资支付现金
美股,现金流量表,CashFlowStatementUS,SGFSGS,收购附属公司
美股,现金流量表,CashFlowStatementUS,CSFSGS,出售附属公司
美股,现金流量表,CashFlowStatementUS,TZYWQTXM,投资业务其他项目
美股,现金流量表,CashFlowStatementUS,TZHDCSDXJLLJE,投资活动产生的现金流量净额
美股,现金流量表,CashFlowStatementUS,CHJK,偿还借款
美股,现金流量表,CashFlowStatementUS,FHGF,发行股份
美股,现金流量表,CashFlowStatementUS,HGGF,回购股份
美股,现金流量表,CashFlowStatementUS,FHZQ,发行债券
美股,现金流量表,CashFlowStatementUS,SHZQ,赎回债券
美股,现金流量表,CashFlowStatementUS,GXZF,股息支付
美股,现金流量表,CashFlowStatementUS,HSGPQQSD,行使股票期权所得
美股,现金流量表,CashFlowStatementUS,DKZJJS,垫款增加(减少)
美股,现金流量表,CashFlowStatementUS,DKSY,贷款收益
美股,现金流量表,CashFlowStatementUS,FHFYXG,发行费用相关
美股,现金流量表,CashFlowStatementUS,CESSYH,超额税收优惠
美股,现金流量表,CashFlowStatementUS,XJJQYZJJS,现金及权益增加(减少)
美股,现金流量表,CashFlowStatementUS,QTCZHDCSDXJLLJE,其他筹资活动产生的现金流量净额
美股,现金流量表,CashFlowStatementUS,CZYWQTXM,筹资业务其他项目
美股,现金流量表,CashFlowStatementUS,RZHDCSDXJLLJE,融资活动产生的现金流量净额
美股,现金流量表,CashFlowStatementUS,HLBDYX,汇率变动影响
美股,现金流量表,CashFlowStatementUS,QJBDQTXM,期间变动其他项目
美股,现金流量表,CashFlowStatementUS,XJJXJDJWQCYE,现金及现金等价物期初余额
美股,现金流量表,CashFlowStatementUS,XJJXJDJWZJJSE,现金及现金等价物增加(减少)额
美股,现金流量表,CashFlowStatementUS,XJJXJDJWQMYE,现金及现金等价物期末余额
美股,现金流量表,CashFlowStatementUS,LXCF,利息支付
美股,现金流量表,CashFlowStatementUS,SDSZF,所得税支付
美股,现金流量表,CashFlowStatementUS,SDLX,收到利息
美股,现金流量表,CashFlowStatementUS,BCZLQTXM,补充资料其他项目
美股,现金流量表,CashFlowStatementUS,FXJHD,非现金活动
美股,现金流量表,CashFlowStatementUS,DQBGSJPLRQ,公告日期
美股,现金流量表,CashFlowStatementUS,KJZZ,会计准则
美股,现金流量表,CashFlowStatementUS,SJYJ,审计意见
美股,现金流量表,CashFlowStatementUS,HSS,核数师
美股,利润表(单季度),IncomeStatementQUS,REPORTDATE,报告期
美股,利润表(单季度),IncomeStatementQUS,STARTDATE,起始日期
美股,利润表(单季度),IncomeStatementQUS,ENDDATE,截止日期
美股,利润表(单季度),IncomeStatementQUS,REPORTTYPE,报表类型
美股,利润表(单季度),IncomeStatementQUS,BBNJR,报表年结日
美股,利润表(单季度),IncomeStatementQUS,CURTYPE,原始币种
美股,利润表(单季度),IncomeStatementQUS,COMPANYTYPE,公司类型
美股,利润表(单季度),IncomeStatementQUS,ISLISTED,上市前/上市后
美股,利润表(单季度),IncomeStatementQUS,YYSR_S,营业收入
美股,利润表(单季度),IncomeStatementQUS,YYCB_S,营业成本
美股,利润表(单季度),IncomeStatementQUS,MLQTXM_S,毛利其他项目
美股,利润表(单季度),IncomeStatementQUS,ML_S,毛利
美股,利润表(单季度),IncomeStatementQUS,YFFY_S,减:研发费用
美股,利润表(单季度),IncomeStatementQUS,YXFY_S,减:营销费用
美股,利润表(单季度),IncomeStatementQUS,YBJHZFY_S,减:一般及行政费用
美股,利润表(单季度),IncomeStatementQUS,ZJYTX_S,减:折旧与摊销
美股,利润表(单季度),IncomeStatementQUS,JZJBB_S,减:减值及拨备
美股,利润表(单季度),IncomeStatementQUS,QTYYFY_S,减:其他营业费用
美股,利润表(单季度),IncomeStatementQUS,QTSY_S,加:其他收益
美股,利润表(单季度),IncomeStatementQUS,YYLR_S,营业利润
美股,利润表(单季度),IncomeStatementQUS,LXSR_S,加:利息收入
美股,利润表(单季度),IncomeStatementQUS,LXZC_S,减:利息支出
美股,利润表(单季度),IncomeStatementQUS,QYXTZSY_S,加:权益性投资损益
美股,利润表(单季度),IncomeStatementQUS,TZXJZZB_S,加:投资性减值准备
美股,利润表(单季度),IncomeStatementQUS,QTSRZC_S,加:其他收入(支出)
美股,利润表(单季度),IncomeStatementQUS,GYJZBDSY_S,加:公允价值变动损益
美股,利润表(单季度),IncomeStatementQUS,HDSY_S,加:汇兑损益
美股,利润表(单季度),IncomeStatementQUS,ZCCLSY_S,加:资产处理损益
美股,利润表(单季度),IncomeStatementQUS,RZSRZC_S,加:融资收入(支出)
美股,利润表(单季度),IncomeStatementQUS,SQLRQTXM_S,税前利润其他项目
美股,利润表(单季度),IncomeStatementQUS,CXJYSQLR_S,持续经营税前利润
美股,利润表(单季度),IncomeStatementQUS,CXJYJLR_S,持续经营净利润
美股,利润表(单季度),IncomeStatementQUS,YZZHFCXJYJLR_S,加:已终止或非持续经营净利润
美股,利润表(单季度),IncomeStatementQUS,SHLRQTXM_S,税后利润其他项目
美股,利润表(单季度),IncomeStatementQUS,JLR_S,净利润
美股,利润表(单季度),IncomeStatementQUS,SSGDSY_S,减:少数股东损益
美股,利润表(单季度),IncomeStatementQUS,GDYZYLQTXM_S,加:股东应占溢利其他项目
美股,利润表(单季度),IncomeStatementQUS,GSYMGSGDJLR_S,归属于母公司股东净利润
美股,利润表(单季度),IncomeStatementQUS,GSYYXGJLRJQTX_S,减:归属于优先股净利润及其他项
美股,利润表(单季度),IncomeStatementQUS,GSYPTGGDJLR_S,归属于普通股股东净利润
美股,利润表(单季度),IncomeStatementQUS,TBMGSYPTG_S,摊薄每股收益-普通股
美股,利润表(单季度),IncomeStatementQUS,JBMGSYADS_S,基本每股收益-ADS
美股,利润表(单季度),IncomeStatementQUS,TBMGSYADS_S,摊薄每股收益-ADS
美股,利润表(单季度),IncomeStatementQUS,QTQMSY_S,其他全面收益
美股,利润表(单季度),IncomeStatementQUS,QMSYZE_S,全面收益总额
美股,利润表(单季度),IncomeStatementQUS,BGSYYRZQMSYZE_S,本公司拥有人占全面收益总额
美股,利润表(单季度),IncomeStatementQUS,FKGQYZQMSYZE_S,非控股权益占全面收益总额
美股,利润表(单季度),IncomeStatementQUS,DQBGSJPLRQ,公告日期
美股,利润表(单季度),IncomeStatementQUS,KJZZ,会计准则
美股,利润表(单季度),IncomeStatementQUS,SJYJ,审计意见
美股,利润表(单季度),IncomeStatementQUS,HSS,核数师
美股,现金流量表(单季度),CashFlowStatementQUS,REPORTDATE,报告期
美股,现金流量表(单季度),CashFlowStatementQUS,STARTDATE,起始日期
美股,现金流量表(单季度),CashFlowStatementQUS,ENDDATE,截止日期
美股,现金流量表(单季度),CashFlowStatementQUS,REPORTTYPE,报表类型
美股,现金流量表(单季度),CashFlowStatementQUS,BBNJR,报表年结日
美股,现金流量表(单季度),CashFlowStatementQUS,CURTYPE,原始币种
美股,现金流量表(单季度),CashFlowStatementQUS,COMPANYTYPE,公司类型
美股,现金流量表(单季度),CashFlowStatementQUS,ISLISTED,上市前/上市后
美股,现金流量表(单季度),CashFlowStatementQUS,ZJJTX_S,折旧及摊销
美股,现金流量表(单季度),CashFlowStatementQUS,JYGPDBCF_S,基于股票的补偿费
美股,现金流量表(单季度),CashFlowStatementQUS,JZJBB_S,减值及拨备
美股,现金流量表(单季度),CashFlowStatementQUS,DYSDS_S,递延所得税
美股,现金流量表(单季度),CashFlowStatementQUS,ZCCZSY_S,资产处置损益
美股,现金流量表(单季度),CashFlowStatementQUS,TZSY_S,投资损益
美股,现金流量表(单季度),CashFlowStatementQUS,ZGYY_S,重估盈余
美股,现金流量表(单季度),CashFlowStatementQUS,QYXTZSY_S,权益性投资损益
美股,现金流量表(单季度),CashFlowStatementQUS,HDSY_S,汇兑损益
美股,现金流量表(单季度),CashFlowStatementQUS,YLJTXFL_S,养老及退休福利
美股,现金流量表(单季度),CashFlowStatementQUS,JYYWTZQTXM_S,经营业务调整其他项目
美股,现金流量表(单季度),CashFlowStatementQUS,CHDJSZJ_S,存货的减少(增加)
美股,现金流量表(单季度),CashFlowStatementQUS,CKJXZXXJJSZJ_S,存款及限制性现金减少(增加)
美股,现金流量表(单季度),CashFlowStatementQUS,YFKXJQTYSKJSZJ_S,预付款项及其他应收款减少(增加)
美股,现金流量表(单季度),CashFlowStatementQUS,YSKXJQTYFKZJJS_S,预收款项及其他应付款增加(减少)
美股,现金流量表(单季度),CashFlowStatementQUS,DTFYJQTZC_S,待摊费用及其他资产
美股,现金流量表(单季度),CashFlowStatementQUS,YSZKJPJJSZJ_S,应收账款及票据减少(增加)
美股,现金流量表(单季度),CashFlowStatementQUS,YFZKJPJZJJS_S,应付关联方款项增加(减少)
美股,现金流量表(单季度),CashFlowStatementQUS,YSGLFKXJSZJ_S,应收关联方款项减少(增加)
美股,现金流量表(单季度),CashFlowStatementQUS,YFGLFKXZJJS_S,应付关联方款项增加(减少)
美股,现金流量表(单季度),CashFlowStatementQUS,DYSR_S,递延收入
美股,现金流量表(单季度),CashFlowStatementQUS,YFSX_S,应付税项
美股,现金流量表(单季度),CashFlowStatementQUS,YJFYJQTFZ_S,应计费用及其他负债
美股,现金流量表(单季度),CashFlowStatementQUS,YSLXJSZJ_S,应收利息减少(增加)
美股,现金流量表(单季度),CashFlowStatementQUS,YFLXZJJS_S,应付利息增加(减少)
美股,现金流量表(单季度),CashFlowStatementQUS,JYYWQTXM_S,经营业务其他项目
美股,现金流量表(单季度),CashFlowStatementQUS,JYHDCSDXJLLJE_S,经营活动产生的现金流量净额
美股,现金流量表(单季度),CashFlowStatementQUS,CZGDZCSDDXJ_S,处置固定资产收到的现金
美股,现金流量表(单季度),CashFlowStatementQUS,GMWXZCJQTZCZFDXJ_S,购买无形资产及其他资产支付的现金
美股,现金流量表(单季度),CashFlowStatementQUS,CZWXZCJQTZCSDDXJ_S,处置无形资产及其他资产收到的现金
美股,现金流量表(单季度),CashFlowStatementQUS,CKZJJS_S,存款增加(减少)
美股,现金流量表(单季度),CashFlowStatementQUS,DKCH_S,贷款偿还
美股,现金流量表(单季度),CashFlowStatementQUS,TZZFXJ_S,投资支付现金
美股,现金流量表(单季度),CashFlowStatementQUS,SGFSGS_S,收购附属公司
美股,现金流量表(单季度),CashFlowStatementQUS,CSFSGS_S,出售附属公司
美股,现金流量表(单季度),CashFlowStatementQUS,TZYWQTXM_S,投资业务其他项目
美股,现金流量表(单季度),CashFlowStatementQUS,TZHDCSDXJLLJE_S,投资活动产生的现金流量净额
美股,现金流量表(单季度),CashFlowStatementQUS,CHJK_S,偿还借款
美股,现金流量表(单季度),CashFlowStatementQUS,FHGF_S,发行股份
美股,现金流量表(单季度),CashFlowStatementQUS,HGGF_S,回购股份
美股,现金流量表(单季度),CashFlowStatementQUS,FHZQ_S,发行债券
美股,现金流量表(单季度),CashFlowStatementQUS,SHZQ_S,赎回债券
美股,现金流量表(单季度),CashFlowStatementQUS,GXZF_S,股息支付
美股,现金流量表(单季度),CashFlowStatementQUS,HSGPQQSD_S,行使股票期权所得
美股,现金流量表(单季度),CashFlowStatementQUS,DKZJJS_S,垫款增加(减少)
美股,现金流量表(单季度),CashFlowStatementQUS,DKSY_S,贷款收益
美股,现金流量表(单季度),CashFlowStatementQUS,FHFYXG_S,发行费用相关
美股,现金流量表(单季度),CashFlowStatementQUS,CESSYH_S,超额税收优惠
美股,现金流量表(单季度),CashFlowStatementQUS,XJJQYZJJS_S,现金及权益增加(减少)
美股,现金流量表(单季度),CashFlowStatementQUS,QTCZHDCSDXJLLJE_S,其他筹资活动产生的现金流量净额
美股,现金流量表(单季度),CashFlowStatementQUS,CZYWQTXM_S,筹资业务其他项目
美股,现金流量表(单季度),CashFlowStatementQUS,RZHDCSDXJLLJE_S,融资活动产生的现金流量净额
美股,现金流量表(单季度),CashFlowStatementQUS,HLBDYX_S,汇率变动影响
美股,现金流量表(单季度),CashFlowStatementQUS,QJBDQTXM_S,期间变动其他项目
美股,现金流量表(单季度),CashFlowStatementQUS,XJJXJDJWQCYE_S,现金及现金等价物期初余额
美股,现金流量表(单季度),CashFlowStatementQUS,XJJXJDJWZJJSE_S,现金及现金等价物增加(减少)额
美股,现金流量表(单季度),CashFlowStatementQUS,XJJXJDJWQMYE_S,现金及现金等价物期末余额
美股,现金流量表(单季度),CashFlowStatementQUS,LXCF_S,现金及现金等价物期初余额
美股,现金流量表(单季度),CashFlowStatementQUS,SDSZF_S,所得税支付
美股,现金流量表(单季度),CashFlowStatementQUS,SDLX_S,收到利息
美股,现金流量表(单季度),CashFlowStatementQUS,BCZLQTXM_S,补充资料其他项目
美股,现金流量表(单季度),CashFlowStatementQUS,FXJHD_S,非现金活动
美股,现金流量表(单季度),CashFlowStatementQUS,DQBGSJPLRQ,公告日期
美股,现金流量表(单季度),CashFlowStatementQUS,KJZZ,会计准则
美股,现金流量表(单季度),CashFlowStatementQUS,SJYJ,审计意见
美股,现金流量表(单季度),CashFlowStatementQUS,HSS,核数师
美股,资产负债表,BalanceStatementUS,REPORTDATE,报告期
美股,资产负债表,BalanceStatementUS,ENDDATE,截止日期
美股,资产负债表,BalanceStatementUS,REPORTTYPE,报表类型
美股,资产负债表,BalanceStatementUS,BBNJR,报表年结日
美股,资产负债表,BalanceStatementUS,CURTYPE,原始币种
美股,资产负债表,BalanceStatementUS,COMPANYTYPE,公司类型
美股,资产负债表,BalanceStatementUS,ISLISTED,上市前/上市后
美股,资产负债表,BalanceStatementUS,DQTZ,短期投资
美股,资产负债表,BalanceStatementUS,YSTZSY,应收投资收益
美股,资产负债表,BalanceStatementUS,YGYJZJLDJRZC,以公允价值计量的金融资产
美股,资产负债表,BalanceStatementUS,KGCSTZ,可供出售的投资
美股,资产负债表,BalanceStatementUS,CYZDQTZ,持有至到期投资
美股,资产负债表,BalanceStatementUS,QTTZ,持有至到期投资
美股,资产负债表,BalanceStatementUS,GRWMQBF,割让未满期保费
美股,资产负债表,BalanceStatementUS,YSBF,应收保费
美股,资产负债表,BalanceStatementUS,ZBXZC,再保险资产
美股,资产负债表,BalanceStatementUS,DKJDK,贷款及垫款
美股,资产负债表,BalanceStatementUS,YFKXJQTYSKX,预付款项及其他应收款项
美股,资产负债表,BalanceStatementUS,WYCFJSB,物业、厂房及设备
美股,资产负债表,BalanceStatementUS,WXZC,无形资产
美股,资产负债表,BalanceStatementUS,SY,商誉
美股,资产负债表,BalanceStatementUS,DYBDCB,递延保单成本
美股,资产负债表,BalanceStatementUS,DYSDSZC,递延所得税资产
